ความปลอดภัย,มีไฟน้อย,โคมไฟถนนมีน้อย ตอนกลางคืนมองไม่คอยเห็นเวลาที่ขับรถ หรือ มีคนข้ามถนน,เพิ่มไฟที่บริเวณถนน และ รอบ ๆ รั้ว ม.เกษตร,KiYo2,3,23-06-2022 | 14:03:26,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
การศึกษา,ตารางเรียนบังคับชนกัน,ตารางเรียนวิชาบังของภาควิชาชนกัน,เปลี่ยนวันเวลาสอนครับ,KiYo2,2,23-06-2022 | 18:31:51,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
การเงิน,อาจมีการทุจริต,มีบุคคลภายในของมหาลัยเกษตร อาจมีการทุจริต เกียวกับการเก็บเงินกิจกรรมของภาควิชา ชีววิทยา คณะวิทยาศาตร์,ตรวจสอบบุคคลในภาควิชา ชีววิทยา,Tommy,1,15-06-2022 | 19:59:15,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ยานพาหนะอาคาร และสถานที่,จักยานมีน้อย,รถจักรยานที่ให้เช่ายืมของ ม.เกษตร มีน้อยและหายาก,อยากให้เพิ่มจักรยาน,earth139,2,27-06-2022 | 07:39:22,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ความปลอดภัย,ขโมยของ,ขโมยของที่ป้ายรถตะลัย หน้า สระน้ำ,ดูแลความปลอดภัย และ เฝ้าระวัง,KiYo2,1,29-06-2022 | 10:00:43,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
การเงิน,กระเป๋าตังค์หาย,กระเป๋าตังค์หายที่ ตึกวิศวะเคมี ประมาณ เที่ยง,ตามหาของครับ,Tommy,0,02-07-2022 | 21:08:38,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ความปลอดภัย,บุคคลต้องส่งสัย,บุคคลต้องส่งสัยชอบเดินแปลก ๆ บริเวณสระน้ำ มาบ่อยเกือบทุกวัน,ตรวจสอบ,Tommy,4,04-07-2022 | 21:11:02,KwasiH,เจ้าหน้าที่กำลังสืบหาข้อมูลเกี่ยวกับข้อมูลภายนอก และจะจัดทีมรักษความปลอดภัย เพื่อลดความกังวล,กำลังดำเนินการ,null
บริการคอมพิวเตอร์,Antivirus โหลดไม่ได้,โปรแกรม Antivirus โหลดไม่ได้ เพราะขึ้น ไฟล์ไม่ครบถ้วน,การแก้ไขให้ใช้งานได้,KiYo2,0,05-07-2022 | 12:08:30,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ความปลอดภัย,ขโมยหน้าหอสมุด,โดนขโมยของที่ หน้าสำนักหอสมุด เหมือนจะมีกันหลายคน,เฝ้าระวัง,Tommy,1,05-07-2022 | 19:13:09,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ยานพาหนะอาคาร และสถานที่,น้ำท่วมที่ศาลา 6 เหลี่ยม,น้ำท่วมขังบริเวณศาลา 6 เหลี่ยม,ระบายน้ำออก,earth139,8,06-07-2022 | 20:36:28,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ความปลอดภัย,ไฟที่ถนนมีน้อย,ไฟที่ถนนมีน้อยทำให้แถวนั้นมืด เป็นอันตรายต่อคนที่เดินเวลาค่ำ หรือ นิสิตที่เป็นผู้หญิง,อยากให้เพิ่มไฟที่ถนนมากขึ้น,Tommy,2,06-07-2022 | 15:21:12,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ความปลอดภัย,กล้องวงจรเสีย,กล้องวงจรปิดที่ติดตรงถนนส่วนมากใช้งานไม่ได้ เวลาที่ต้องการดูภาพจากกล้อง ไม่สามารถดู หรือ เอาภาพไปใช้ได้ เช่น รถชน ขโมย เป็นต้น,ซ่อมแซมให้ใช้งานได้,Tommy,1,07-07-2022 | 12:28:13,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,ม.เกษตร บางเขน (37).png
ยานพาหนะอาคาร และสถานที่,แอร์เสีย,แอร์ที่ตึก SC-45 ห้อง 709 เสียมา 3 อาทิตย์ยังไม่มีหน่วยงานไหนมาซ่อม,แจ้งซ่อม,earth139,2,08-07-2022 | 16:32:18,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,S__3039239.jpg
ความปลอดภัย,หลุมตอนน้ำท่วม,เวลาน้ำท่วมแล้วบางทีจะมีหลุม หรือท่อระบายน้ำอยู่แถวนั้น กลัวเป็นอันตรายแก่คนที่เดินอยู่,ปิดหลุม หรือ ท่อน้ำ,KiYo2,2,10-07-2022 | 16:47:09,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ยานพาหนะอาคาร และสถานที่,โถสุขภัณฑ์เสีย,โถสุขภัณฑ์ห้องน้ำชาย ตึก SC-45 ชั้น 7 เสียยังไม่มีการซ่อมแซม เสียมาหลายเดือนแล้ว,ซ่อมแซม,earth139,0,11-07-2022 | 22:34:51,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,S__3039237.jpg
ความปลอดภัย,หมาจร,มีมาจรจัดเดินบริเวณใกล้หอใน กลัวเป็นอันตรายแก่คนที่อยู่ในหอพัก และ บริเวณใกล้เคียง,จัดการกับหมาจรจัด,earth139,0,13-07-2022 | 10:44:17,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ความปลอดภัย,วิ่งราวที่ห้องสมุด,โจรวิ่งราวที่บริเวณด้านหลังสำนักหอสมุด,อยากให้ช่วยเตือนและเฝ้าระวังไว้ครับ,earth139,1,15-07-2022 | 21:46:15,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
บริการคอมพิวเตอร์,Antivirus โหลดไม่ได้,โปรแกรม Antivirus โหลดไม่ได้ ขึ้นว่า โหลดไฟล์ไม่สมบูรณ์,สอบถามปัญหา,earth139,2,16-07-2022 | 07:10:02,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ความปลอดภัย,หมาจรชอบเดินตามคน,หมาจรจัดบริเวรแถวศาลา 6 เหลี่ยม และ บริเวณสระน้ำ ชอบเดินตามคนที่ผ่านไปมา กลัวเป็นอันตรายแก่คนที่เดินแถวนั้น,แก้ไขปัญหาหมาจรจัด,earth139,1,19-07-2022 | 23:53:22,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
บริการคอมพิวเตอร์,email google ku มีปัญหา,email peerasit.pl@ku.th ถูก disable ทำให้ไม่สามารถใช้งาน google classroomหรือ grader ได้,สอบถามปัญหาว่าเกิดขึ้นจากอะไร และต้องแก้ไขยังไงครับ,earth139,0,23-07-2022 | 12:02:31,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,Screenshot 2022-10-15 145532.png
บริการคอมพิวเตอร์,ยืมโปรแกรม Adobe ไม่ได้,การใช้โปรแกรมของ Adobe มีปัญหาไม่สามารถยืมใช้ได้แจ้งว่า email มีปัญหา,แจ้งปัญหาและแนวทางการแก้ไข,earth139,0,01-08-2022 | 13:06:05,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,Screenshot 2022-10-20 110530.png
การเงิน,mykuไม่ขึ้นสถานะ,จ่ายค่าเทอมใน myku แล้วไม่ขึ้นเปลี่ยนสถานะ,แนวทางการแก้ไข,earth139,2,05-08-2022 | 14:13:31,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
บริการคอมพิวเตอร์,รูปนิสิตใน nisitku ไม่ขึ้น,รูปนิสิต ใน nisitku ไม่ขึ้น ชื่อ พีรสิษฐ์ พลอยอร่าม 6410451237,แก้ไข,earth139,4,07-08-2022 | 11:00:41,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ยานพาหนะอาคาร และสถานที่,รถจอดขวาง,มีรถบัตรจอดขวางทางเข้าตึก ศูนย์เรียนรวม 3 ทำให้ไม่สามารถเดินเข้าไปได้,ย้ายรถออก,KiYo2,2,10-08-2022 | 12:33:20,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ความปลอดภัย,รถขับสวน,ชอบมีรถขับสวนเลน ที่ซอยชูชาติกำภู และ บริเวณ ศร.,ติดป้าย หรือ ที่กั้น,KiYo2,0,13-08-2022 | 18:57:26,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ยานพาหนะอาคาร และสถานที่,ของชอบหล่นจากตึก,ชอบมีของตกลงมาจาก ตึกข้าง SC-45 ประจำกลัวเป็นอันตรายแก่คนที่เดินผ่านไปมา,รีบแก้ไขเพราะอันตราย,KiYo2,4,15-08-2022 | 14:35:15,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ยานพาหนะอาคาร และสถานที่,รถมีน้อย,รถตะลัยที่วิ่งให้บริการมีน้อย,อยากให้เพิ่มรถมากขึ้น,KiYo2,6,16-08-2022 | 15:38:02,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,HowtoKU07-e1547725321135.jpg
บริการคอมพิวเตอร์,เน็ต KUWIN ล่ม,เน็ต KUWIN ล่มไม่สามาถใช้งานได้ ล้มตั้งแต่เช้า ตอนนี้ยังเข้าไม่ได้,แจ้งซ่อมแซมและแก้ไขปัญหา,earth139,6,20-08-2022 | 11:11:12,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ยานพาหนะอาคาร และสถานที่,แอร์เสีย,แอร์ที่ห้อง LH-101 เสียใช้งานไม่ได้มาหลายวันแล้ว ยังไม่มีหน่วยงานไหนมาซ่อม,แจ้งซ่อม,KiYo2,1,26-08-2022 | 11:12:37,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ยานพาหนะอาคาร และสถานที่,โต๊ะใต้ตึกวิศวะมีน้อย,โต๊ะใต้ตึกวิศวะมีน้อยมาก ไม่เคยจะได้นั้งเลย,เพิ่มโต๊ะให้มากขึ้น,KiYo2,0,08-09-2022 | 29:42:00,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
การเงิน,กองทุนเงินให้กู้ยืมเพื่อการศึกษา,มีปัญหา กยส ของ ม.เกษตร ส่งข้อมูลไปนานแล้ว แต่ยังได้รับแจ้งว่าข้อมูลยังไม่ครบ,ตรวจสอบ,Tommy,0,27-09-2022 | 08:06:33,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ความปลอดภัย,หมาจรจัดเยอะ,มีหมาจรชอบเดินอยู่ข้างล่างศุนย์เรียนรวม,พยายามอย่าให้มีหมาจรเยอะ,KiYo2,0,01-10-2022 | 11:45:20,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
บริการคอมพิวเตอร์,mail liveku เข้าไม่ได้,mail liveku ชื่อkiyotaka ไม่สามารถเข้าใช้ msteam ได้,แจ้งสาเหตและแนวทางการแก้ไข,KiYo2,0,04-10-2022 | 17:06:59,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ยานพาหนะอาคาร และสถานที่,จองที่นั้ง,มีคนจองที่นั้งบริเวณใต้อาคาร ตึกวิศวะ,แก้ปัญหาการจองที่นั้ง,earth139,3,05-10-2022 | 21:40:53,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ความปลอดภัย,ฝาท่อระบายน้ำแตกชำรุด,ฝาท่อระบายน้ำเปิดทิ้งไว้ ไม่มีป้ายแจ้งเตือน บริเวณประตูพหลโยธิน,ซ่อมแซม,earth139,3,08-10-2022 | 09:58:14,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
การเงิน,ของหาย,ทำกระเป๋าตังต์หล่นที่บริเวณบาร์ใหม่,ตามหากระเป๋าตังค์,Tommy,3,10-10-2022 | 10:03:07,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
บริการคอมพิวเตอร์,google acount ปิด,email google acount ชื่อ kiyotaka.ayna@ku.th ถูกปิด อยากให้รีบแกไข เพราะต้องส่งงานครับ,แก้ไขให้สามารถใช้งานได้ปกติ,KiYo2,1,15-10-2022 | 07:10:36,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
ยานพาหนะอาคาร และสถานที่,แจ้งลิฟท์เสีย,ลิฟท์ที่ตึก SC-45 ตัวที่2 เสียใช้งานไม่ได้ เสียเป็นเวลาประมาณ 2 อาทิตย์แล้ว ยังไม่มีใครมาซ่อมเลยครับ,ต้องการให้ซ่อม,Tommy,3,19-10-2022 | 18:32:35,ระบุไม่ได้,ไม่มีการตอบกลับ,รอดำเนินการ,null
